Ссылка,Имя врача,Сумма Стаж,Специальность,Ученая степень,Работает в клиниках,Сумма Отзывов,Сумма Рейтинг
https://prodoctorov.ru/moskva/vrach/1078108-vybornaya/otzivi/,Выборная Анастасия Александровна,5,Гастроэнтеролог,к.м.н.,Клиника «Будь Здоров» на Сущевском валу,1,0.31
https://prodoctorov.ru/moskva/vrach/1078239-zakaeva/otzivi/,Закаева Элина Руслановна,4,"Гастроэнтеролог, терапевт",профессор,Больница гражданской авиации; Поликлиника гражданской авиации,1,0.46
https://prodoctorov.ru/moskva/vrach/1078962-kelehsaeva/otzivi/,Келехсаева Юрина Юрьевна,28,"Гастроэнтеролог, врач общей практики (семейный врач), кардиолог, невролог, терапевт",высшая категория; к.м.н.,Медицинский центр «Авангард»; Лаборатория «Хеликс» на Кирова; «Клиника Кожухово» (ранее «Клиника доктора Тарасовой»); Поликлиника №6,1,0.41
https://prodoctorov.ru/moskva/vrach/1081804-lubov/otzivi/,Лубов Василий Николаевич,10,"Гастроэнтеролог, врач общей практики (семейный врач), детский гастроэнтеролог, педиатр",высшая категория,«Мдц клиник»; Поликлиника МГТУ имени Баумана,1,0.43
https://prodoctorov.ru/moskva/vrach/1082577-tarasova/otzivi/,Тарасова Екатерина Сергеевна,24,Гастроэнтеролог,к.м.н.,Госпиталь Бурденко (ГВКГ),0,0
https://prodoctorov.ru/moskva/vrach/1082582-grishka/otzivi/,Гришка Ксения Викторовна,6,Гастроэнтеролог,высшая категория,Госпиталь Бурденко (ГВКГ),0,0
https://prodoctorov.ru/moskva/vrach/1085480-kryaymer/otzivi/,Креймер Анастасия Андреевна,33,"Терапевт, гастроэнтеролог",высшая категория,Клиника «Ла Салюте»; Медицинский центр «СпаГолод»,0,0
https://prodoctorov.ru/moskva/vrach/1085646-melnikova/otzivi/,Мельникова Евгения Николаевна,4,"Гастроэнтеролог, гепатолог",высшая категория; к.м.н.,«СМ-Клиника» в Солнцево; «СМ-Клиника» на Новочеремушкинской,15,0.88
https://prodoctorov.ru/moskva/vrach/1088659-kataeva/otzivi/,Катаева Марина Мэлсовна,4,Гастроэнтеролог,к.м.н.,«СМ-Клиника» на 2-й Звенигородской,2,0.53
https://prodoctorov.ru/moskva/vrach/1088999-klimina/otzivi/,Климина Эльвира Маратовна,34,"Терапевт, гастроэнтеролог, нутрициолог",высшая категория; к.м.н.,«Семейный доктор» №15 на Бакунинской; Лаборатория «Финист»,2,0
https://prodoctorov.ru/moskva/vrach/1090716-ramazanova/otzivi/,Рамазанова Марета Вагифовна,6,Гастроэнтеролог,профессор,Больница имени Буянова (ранее Больница №12); Поликлиника №210 на Каширском шоссе,0,0
https://prodoctorov.ru/moskva/vrach/1095665-alieva/otzivi/,Алиева Умугани Алиевна,9,Гастроэнтеролог,высшая категория,Больница №24 на Писцовой (ГКБ 24),1,0.4
https://prodoctorov.ru/moskva/vrach/1097609-legkova/otzivi/,Легкова Кристина Сергеевна,6,Гастроэнтеролог,первая категория,Больница №29 Баумана,14,0.98
https://prodoctorov.ru/moskva/vrach/1102614-osipova/otzivi/,Осипова Оксана Геннадьевна,4,Гастроэнтеролог,высшая категория,Поликлиника №6 на Вучетича,2,0.12
https://prodoctorov.ru/moskva/vrach/1102683-medvedeva/otzivi/,Медведева Светлана Федоровна,28,Гастроэнтеролог,к.м.н.,Медицинский центр «Биочек»; «Клиника профессора Горбакова»,78,0.87
https://prodoctorov.ru/moskva/vrach/1105736-mityukova/otzivi/,Митюкова Серафима Валерьевна,3,Гастроэнтеролог,к.м.н.,Поликлиника №195 на Крылатских холмах 51,4,0.77
https://prodoctorov.ru/moskva/vrach/1105784-mahmudova/otzivi/,Махмудова Ханум Тамирлановна,22,Гастроэнтеролог,высшая категория; к.м.н.,Клиника «Медси» на Краснобогатырской; Клиника «Медси» на Лазоревом,0,0
https://prodoctorov.ru/moskva/vrach/1109508-geppener/otzivi/,Геппенер Елена Викторовна,40,"Терапевт, гастроэнтеролог",высшая категория,Клиника «Диамед» Митино; Медицинский центр «Новое Аристово»,2,0.61
https://prodoctorov.ru/moskva/vrach/1109766-gorbunova/otzivi/,Горбунова Диана Владимировна,9,Гастроэнтеролог,высшая категория,Больница имени Буянова (ранее Больница №12),0,0
https://prodoctorov.ru/moskva/vrach/1111140-suanova/otzivi/,Суанова Фатима Маирбековна,7,Гастроэнтеролог,д.м.н.,Больница имени Буянова (ранее Больница №12),0,0
https://prodoctorov.ru/moskva/vrach/1111280-hidirova/otzivi/,Хидирова Дилнавоз Комилжоновна,21,Гастроэнтеролог,высшая категория,Больница имени Буянова (ранее Больница №12),0,0
https://prodoctorov.ru/moskva/vrach/1113024-smirnova/otzivi/,Смирнова Дарья Андреевна,6,"Гастроэнтеролог, терапевт",д.м.н.,«Поликлиника.ру» на Крутицком Валу; Поликлиника №166 на Домодедовской,4,0.75
https://prodoctorov.ru/moskva/vrach/1113056-chekulaeva/otzivi/,Чекулаева Ольга Владимировна,15,"Гастроэнтеролог, диетолог",к.м.н.,«Европейский медицинский центр» на Щепкина; «Европейский медицинский центр» на Орловском,0,0
https://prodoctorov.ru/moskva/vrach/1113122-volchkova/otzivi/,Волчкова Елена Вячеславовна,30,Гастроэнтеролог,д.м.н.,Больница МОНИКИ,1,0.05
https://prodoctorov.ru/moskva/vrach/1113124-medzhidova/otzivi/,Меджидова Сирена Динамудиновна,6,Гастроэнтеролог,к.м.н.,Больница МОНИКИ,0,0
https://prodoctorov.ru/moskva/vrach/1113944-malinovskaya/otzivi/,Малиновская Юлия Олеговна,15,"Гепатолог, гастроэнтеролог, терапевт",к.м.н.,Больница МОНИКИ,2,0.61
https://prodoctorov.ru/moskva/vrach/1114475-puzanenkova/otzivi/,Пузаненкова Юлия Геннадиевна,7,"Терапевт, гастроэнтеролог",профессор,Больница Боткина (Боткинская больница),0,0
https://prodoctorov.ru/moskva/vrach/1116058-dzhanakaeva/otzivi/,Джанакаева Галия Юсефовна,25,Гастроэнтеролог,высшая категория; к.м.н.,Больница Боткина (Боткинская больница),0,0
